Report No.,Code,Incident Type,Title,Date,Location,Barangay,Municipality,Province,Latitude,Longitude,Description,Weapons,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
15,PHL.26.06.05.005,Seizure,Police Seize Pistol and Shabu from Suspect in Basilan,05 June 2026,"Purok 7, Barangay Diki, Isabela City, Basilan","Purok 7, Barangay Diki, Malamawi",Isabela City,Basilan,6.71491330239906,121.971659763654,"Police seized one caliber .45 pistol, three rounds of ammunition, and approximately five grams of suspected shabu (valued at PHP 34,000) when they arrested Manal Tawasil, 60, during a residence search in Purok 7, Barangay Diki, Malamawi, Isabela City on 5 June 2026. The operation was led by Isabela City Police Chief PLTCOL Wilfredo P. Palamos Jr. and coordinated with PDEA under COC 10-00-06052026-008.","- 1 caliber .45 pistol
- 3 rounds of caliber .45 ammunition","Criminal Individual(s) (Manal Tawasil)
Police (Isabela City Police Station; PDEA under PRO-BAR)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,3,,,,,,Crime,Drug trafficking,1.03,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid02gPoQKCEiKP84TzseG2KhUUkdQ1mN2qoUQyskba6wT35Q1T4mRjYUev85NEmhyE65l
15,PHL.26.06.05.006,Seizure,Police Seize Pistol from Suspect at Checkpoint in Las Piñas City,05 June 2026,"Pinaglabanan Bridge, Diego Cera Avenue, Barangay Zapote, Las Piñas City, Metro Manila","Pinaglabanan Bridge, Diego Cera Avenue, Barangay Zapote",Las Piñas City,Metro Manila,14.4656588557833,120.968099984532,"Police seized one Springfield Armory caliber .45 pistol and five rounds of ammunition from alias ""Virgilio"" (49) after he attempted to evade a checkpoint and draw his firearm on officers at Pinaglabanan Bridge, Barangay Zapote, Las Piñas City on 5 June 2026. His companion, alias ""John"" (20), was separately found to be in possession of approximately 0.6 grams of suspected shabu. Both suspects were apprehended after attempting to flee during a motorcycle checkpoint.","- 1 Springfield Armory caliber .45 pistol
- 5 rounds of caliber .45 ammunition","Criminal Individual(s) (alias ""Virgilio,"" alias ""John"")
Police (Southern Police District; Daniel Fajardo Sub-Station 1; Tactical Motorcycle Riding Unit; District Mobile Force Battalion)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,5,,,,,,Crime,,1.05,https://tribune.net.ph/2026/06/06/three-drug-suspects-in-las-pi%C3%B1as-nabbed-for-illegal-firearm-dangerous-drugs
15,PHL.26.06.05.007,Seizure,Police Seize Revolver from Armed Suspect in Las Piñas City,05 June 2026,"Barangay Talon Dos, Las Piñas City, Metro Manila",Barangay Talon Dos,Las Piñas City,Metro Manila,14.4396771536813,120.987859462599,"Police arrested alias ""JR"" (22) and confiscated one caliber .22 revolver loaded with three rounds of ammunition after he was reported to be causing a public disturbance while openly carrying a firearm in Barangay Talon Dos, Las Piñas City on 5 June 2026. Personnel of Talon Sub-Station, acting on information from concerned security guards, responded to the area and placed the suspect under arrest without incident.","- 1 caliber .22 revolver
- 3 rounds of caliber .22 ammunition","Criminal Individual(s) (alias ""JR"")
Police (Southern Police District, Talon Sub-Station)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,3,,,,,,Crime,,1.03,https://tribune.net.ph/2026/06/06/three-drug-suspects-in-las-pi%C3%B1as-nabbed-for-illegal-firearm-dangerous-drugs
15,PHL.26.06.05.008,Surrender/amnesty,Civilians Surrender Hand Grenades to Police EOD in Cebu City,05 June 2026,"PECU Cebu, CCLEX, South Road Properties, Cebu City, Cebu","CCLEX, South Road Properties",Cebu City,Cebu,10.264920177267,123.876079410835,"Concerned citizens, through CIDG Cebu City Field Unit, surrendered one PRB 423 hand grenade and one M34 white phosphorus smoke hand grenade to RECU 7 PECU Cebu at the South Road Properties, Cebu City on 5 June 2026. The ordnance was taken into custody by PECU Cebu for safekeeping and proper disposition.","- 1 PRB 423 hand grenade
- 1 M34 smoke grenade","Police (PNP-EOD/K9, RECU 7, PECU Cebu; CIDG Cebu City Field Unit)",Police,,,,,,,,,,,,,,,,2,,,,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid035V3WDGus5B2LXuEzqpaYnj1dP7YA43WMvpjNt11mJ8ZRo6aHTfopRBzZHDv73dHyl
15,PHL.26.06.05.009,Seizure,Police Seize Craft Rifles and Shabu from Suspected Oil Thieves in Cagayan,05 June 2026,"Maharlika Highway, Barangay Libag Norte, Tuguegarao City, Cagayan","Maharlika Highway, Barangay Libag Norte",Tuguegarao City,Cagayan,17.6099470331142,121.750575379286,"Police seized two craft caliber .22 rifles, 12 rounds of ammunition, and approximately five grams of suspected shabu when they arrested three men — Owen Karl Gamatero Cosidon (26), Justin Angpao Gunnawa (25), and Jaymar Luga Balais (26) — suspected of crude oil thefts in Barangay Libag Norte, Tuguegarao City, Cagayan on 5 June 2026. SWAT units coordinated with responding officers to apprehend the three suspects after they were spotted on CCTV footage approaching a cellular infrastructure site.","- 2 craft caliber .22 rifles
- 12 rounds of caliber .22 ammunition","Criminal Organization (suspected oil thieves)
Police (Tuguegarao City Police; SWAT; Tuguegarao City Command Center)",Police,,,,,,,,,,,,,,,,,,,,12,,2,,,,Crime,Criminal services,2.12,https://www.facebook.com/pnp.pio/posts/pfbid0p4BGR59qHcPLdPiMvkzpvL73uZBxrhaCJeqbVdbao3dz5f7pKv2k1GLok8VyHJPvl
15,PHL.26.06.05.010,Seizure,"Troops Seize Assault Rifles, M14 From DI Militants in Maguindanao del Sur",05 June 2026,"Barangay Pimbalakan and Barangay Daladap, Mamasapano, Maguindanao del Sur",Barangay Pimbalakan; Barangay Daladap,Mamasapano,Maguindanao del Sur,6.93952786058395,124.520646663022,"Troops of the 38th Infantry Battalion seized one M16A1 assault rifle, one M14 rifle, and one Remington R4 assault rifle in two separate engagements with Dawlah Islamiya-Hassan Group (DI-HG) militants in Mamasapano, Maguindanao del Sur on 5 June 2026. In the first encounter, troops engaged an undetermined number of DI-HG members in Barangay Pimbalakan; the group, which is believed to have been involved in a deadly ambush of police officers in March 2026, retreated and abandoned the M16A1 and M14 rifles. In a second encounter in Barangay Daladap, troops engaged another DI-HG element, recovering the Remington R4 rifle believed to have belonged to a soldier of the 40th Infantry Battalion killed in a March 2024 ambush. Philstar reported that four DI-HG members were wounded across the two clashes.","- 1 M16A1 assault rifle
- 1 M14 rifle
- 1 Remington R4 assault rifle
- 2 rounds of 5.56mm ammunition","NSAG (Dawlah Islamiya-Hassan Group)
Military (PA, 38th Infantry Battalion; 64th Division Reconnaissance Company; 34th Infantry Battalion; 90th Infantry Battalion; 1st Mechanized Infantry Battalion; 601st Infantry Brigade; 6th Infantry Division)","Military, NSAG",,,,2,1,,,,,,,,,,,,,,,2,,,,,,"Insurgency, Diversion",,13.02,https://www.facebook.com/kalinawnews/posts/pfbid02UzCuHS42FesJ2ADsxM91DvjiyMzYxZLsMGCx8z79mcKiD176gYjRNkXmKitdbirKl
15,PHL.26.06.06.001,Seizure,Troops Seize Galil ACE 22N Assault Rifle From NPA Militants in Camarines Sur,06 June 2026,"Barangay San Isidro West, Goa, Camarines Sur",Barangay San Isidro West,Goa,Camarines Sur,13.7382838292684,123.430219433342,"Troops of the 83rd Infantry Battalion seized one M16 assault rifle and one Galil Ace 22N assault rifle when they killed two NPA members in Barangay San Isidro West, Goa, Camarines Sur on 6 June 2026. The operation was conducted in coordination with the Philippine National Police against members of Sub-Regional Committee 2 (SRC 2) of the Bicol Regional Party Committee, following information from a concerned resident about armed rebels allegedly extorting money from locals. The fatalities were identified as Jonathan Mendez (aliases Errol, Manuel, Maria, Jun) and Nilo Caballero (alias Richard). Brig. Gen. Emil J. Cruz credited the operation to the strengthened Integrated Territorial Defense System.","- 1 M16 assault rifle
- 1 Galil Ace 22N assault rifle
- ~60 rounds of 5.56mm ammunition","NSAG (CPP-NPA, Sub-Regional Committee 2, Bicol Regional Party Committee)
Military (PA, 83rd Infantry ""Matikas"" Battalion; 901st Infantry ""Fight 'Em"" Brigade)
Police (PNP, local station)","Military, NSAG, Police",,,,2,,,,,,,,,,,,,,,,60,,,,,,Insurgency,,10.6,https://www.facebook.com/kalinawnews/posts/pfbid0Vc2aK8WGBz9EWj72ZxtfKkZgNpwMGePKYdbYo9LDTNXNzk9w5c5LWNAM1g7mLKCtl
15,PHL.26.06.06.002,Seizure,Troops Seize Two M16A1 Assault Rifles From NPA Fighters in Bukidnon,06 June 2026,"Sitio Mahawan, Barangay Busdi, Malaybalay City, Bukidnon","Sitio Mahawan, Barangay Busdi",Malaybalay City,Bukidnon,8.2815149608298,125.254293568292,"Troops of the 403rd Infantry Brigade seized two M16A1 rifles following a 20-minute armed encounter with NPA remnants at Sitio Mahawan, Barangay Busdi, Malaybalay City, Bukidnon on 6 June 2026. The fleeing rebels abandoned the rifles. The operation was conducted through the combined efforts of the 1st Special Forces Battalion, 26th Infantry Battalion, 88th Infantry Battalion, and 8th Infantry Battalion under the 403rd Infantry Brigade.",- 2 M16A1 assault rifles,"NSAG (CPP-NPA remnants)
Military (PA, 403rd Infantry Brigade; 1st Special Forces Battalion; 26th Infantry Battalion; 88th Infantry Battalion; 8th Infantry Battalion; 4th Infantry Division; EastMinCom)","Military, NSAG",,,,2,,,,,,,,,,,,,,,,,,,,,,Insurgency,,10,https://www.facebook.com/diamondtrooper/posts/pfbid02zhS3zZexqYKSJvYetZUg9gqo4FQRTxpkaQ3MgMTWxCryAMc2v2fP2Y6tVBZ1V5nHl
15,PHL.26.06.06.003,UXO,Police EOD Secure Three 81mm Mortar Rounds Turned Over in Ormoc City,06 June 2026,"Barangay Cogon, Ormoc City, Leyte",Barangay Cogon,Ormoc City,Leyte,11.0209136059352,124.604878032453,"Police EOD personnel of RECU 8 Ormoc City Explosive and Canine Unit conducted a render-safe procedure on three 81mm high-explosive mortar rounds that were turned over at the OCPS1 office in Barangay Cogon, Ormoc City on 6 June 2026. The ordnance was rendered safe, properly secured, and transported to the OCECU temporary explosive storage facility.",- 3 81mm M43A1 high-explosive mortar munitions,"Police (PNP-EOD/K9, RECU 8, Ormoc City Explosive and Canine Unit)",Police,,,,,,,,,,,,,,,,,,,3,,,,,,,,,30,https://www.facebook.com/PNPEODK9Group/posts/pfbid02s1Xa155AJccdQpwGaXSZGPTeSjNMdBhLXV71C82tNzfoBZnBmjNHNb65tpJgC61il
15,PHL.26.06.06.004,Surrender/amnesty,Police EOD Secure Turned-Over Mk2 Grenade in South Cotabato,06 June 2026,"Barangay Simsiman, Norala, South Cotabato",Barangay Simsiman,Norala,South Cotabato,6.55917841792732,124.651951950751,"Police EOD personnel of RECU 12 South Cotabato PECU conducted a render-safe procedure on a Mk2 hand grenade turned over to the Barangay Chairman of Barangay Simsiman, Norala, South Cotabato on 6 June 2026. The PUCA method was applied and the grenade was placed in the unit's temporary collection point for safekeeping. No further details on the type of ordnance were provided in available sources.",- 1 Mk2 hand grenade,"Police (PNP-EOD/K9, RECU 12, South Cotabato PECU)",Police,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,https://www.facebook.com/PNPEODK9Group/posts/pfbid02AEuk5fuqQW16EhngLzM7VvbAFNkFAJCs7qeaDDCmvY4awz45fo3JbhaWpupJUbgXl
15,PHL.26.06.06.005,Seizure,Wanted Robbery Suspect Arrested with Revolver and Hand Grenade in Taguig City,06 June 2026,"Barangay West Rembo, Taguig City, Metro Manila",Barangay West Rembo,Taguig City,Metro Manila,14.5598806827206,121.062012676663,"Police arrested a suspect and seized one caliber .38 revolver, three rounds of ammunition, and one hand grenade concealed in a shoulder bag at an impounding compound in Barangay West Rembo, Taguig City on 6 June 2026. The suspect was observed openly handling a firearm in a suspicious manner; he failed to produce the required licensing documents and was immediately arrested. Further verification revealed that the suspect was subject to an outstanding warrant of arrest for robbery hold-up issued by the Paranàque City RTC.","- 1 caliber .38 revolver
- 3 rounds of caliber .38 ammunition
- 1 hand grenade","Criminal Individual(s) (alias ""Justine,"" robbery suspect)
Police (Taguig City Police Station; SIS operatives)","Criminal Individual, Police",,,1,,,,,,,,,,,,,1,,,,3,,,,,,Crime,,6.03,https://tribune.net.ph/2026/06/08/robbery-suspect-caught-possessing-illegal-firearm-explosive-in-taguig
15,PHL.26.06.07.001,Surrender/amnesty,Civilian Surrenders FN FAL Rifle in Sulu,07 June 2026,"Barangay Hambilan, Pandami, Sulu",Barangay Hambilan,Pandami,Sulu,5.54207219191799,120.80309032581,"A civilian surrendered one FN-FAL assault rifle to the 104th Infantry Battalion in Barangay Hambilan, Pandami, Sulu on 7 June 2026 through the RFGFPCC Campaign. The firearm was formally turned over by Benhur A. Sitin, Secretary of the Sangguniang Bayan of Pandami, who stated it had been placed under the custody of the Municipal Mayor after the anonymous owner voluntarily surrendered it. The surrender was also attributed to the swift government response to an indiscriminate firing incident involving alias ""Jiry"" on 5 June 2026. Since January 2026, the 1102nd Infantry Brigade had recovered a cumulative 177 firearms across the second district of Sulu through the RFGFPCC Campaign.",- 1 FN FAL assault rifle,"Military (PA, 104th Infantry ""Para sa Bayan"" Battalion, Alpha Company; 2nd Civil-Military Operations Company; 15th Civil-Military Operations Battalion; 1102nd Infantry ""Ganarul"" Brigade)
Police (Pandami Municipal Police Station)","Military, Police",,,,1,,,,,,,,,,,,,,,,,,,,,,Gun ban,,5,https://www.facebook.com/kalinawnews/posts/pfbid02pa6mqP3vE3xDx7aTxo2VoWTQLtwPpf9NZr8Q7bgJv8pe4ZXC4aqPzwhpSkUWhTv4l
15,PHL.26.06.07.002,UXO,Police EOD Neutralize 81mm Mortar Round in Batangas,07 June 2026,"Mercedes Subdivision, Barangay San Isidro Norte, Sto. Tomas, Batangas","Mercedes Subdivision, Barangay San Isidro Norte",Sto. Tomas,Batangas,14.0697904653571,121.178774983785,"Police EOD personnel of RECU 4A Batangas PECU rendered safe one 81mm illumination mortar round discovered at Mercedes Subdivision, Barangay San Isidro Norte, Sto. Tomas, Batangas on 7 June 2026. The team identified and neutralized the round before transporting it to the PECU Batangas makeshift magazine for storage and disposal.",- 1 81mm illumination mortar munition,"Police (PNP-EOD/K9, RECU 4A, Batangas PECU)",Police,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid02ZyHVZtqTedivHk6m3uxDcxCQFg6PESjMAmpaYVBUCxJyhPhdQ24ordUqyvPDaYNUl
15,PHL.26.06.07.003,Destruction,Police EOD Destroy MK2 Hand Grenade in Pampanga,07 June 2026,"1st PMFC Firing Range, Camp Diosdado de Leon, City of San Fernando, Pampanga","1st PMFC Firing Range, Camp Diosdado de Leon",City of San Fernando,Pampanga,15.0330749216519,120.705716164973,"Police EOD personnel of RECU 3 Pampanga PECU conducted a controlled detonation of one MK2 hand grenade at the 1st PMFC Firing Range, Camp Diosdado de Leon, City of San Fernando, Pampanga on 7 June 2026, pursuant to a 4 June court order. The ordnance had served as court evidence under violations of Republic Act 10591 and Republic Act 9516.",- 1 MK2 hand grenade,"Police (PNP-EOD/K9, RECU 3, Pampanga PECU)",Police,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,https://www.facebook.com/PNPEODK9Group/posts/pfbid0wfH3ZeXYyAbGyTypiWhp26gGyK7HpzCyGuVvgUCBE4GGS5uZe1K6Eau3gZpvCgUSl
15,PHL.26.06.07.004,UXO,Police EOD Neutralize 81mm Mortar Round in Pangasinan,07 June 2026,"Barangay Pao, Manaoag, Pangasinan",Barangay Pao,Manaoag,Pangasinan,16.0531094324292,120.509353215939,"Police EOD personnel of Pangasinan PECU rendered safe one heavily corroded 81mm high-explosive mortar round in Barangay Pao, Manaoag, Pangasinan on 7 June 2026 after it was unearthed by construction worker Alex Godoy Siquig (52) while digging for a perimeter wall. Barangay Kagawad Dominic Lojero Salinas (51) alerted the police. The team, led by PCPT Edwin S. Sison, secured the round using sand stabilization techniques and concluded the operation without casualties.",- 1 81mm M43A1 high-explosive mortar round (UXO),"Police (PNP-EOD/K9, RECU 1, Pangasinan PECU)",Police,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid0mieYMZXXBEKrD1L2q1yKiJeVFo8dZ6dNhGF49SHa8NAVWXrwD6McZjmp3mitujcTl
15,PHL.26.06.07.005,UXO,Police EOD Secure Craft Munition in Lanao del Norte,07 June 2026,"Purok 7, Barangay Poblacion, Baroy, Lanao del Norte","Purok 7, Barangay Poblacion",Baroy,Lanao del Norte,8.0268909305744,123.778845633599,"Police EOD personnel of RECU 10 PECU Lanao del Norte secured craft PG-2-style munition in Purok 7, Barangay Poblacion, Baroy, Lanao del Norte on 7 June 2026 after they were accidentally unearthed by Niño Buladaco (32) while digging at a residence. The team conducted render-safe procedures using the PUCA method for the explosive ordnance and transported both items to the Temporary Collecting Point at the 1st PMFC Lanao del Norte, Barangay Riverside, Kolambugan, for safekeeping and disposal.",- 1 craft PG-2-style munition,"Police (PNP-EOD/K9, RECU 10, PECU Lanao del Norte)",Police,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid02ndqCsoYW2LzCdAEh9grx3A7jUxpga1cdRAEjZQdBArGUjxsxQAM8AoZY1KDFwMCgl
15,PHL.26.06.07.006,UXO,Police EOD Neutralize 79 Munitions in Olongapo City,07 June 2026,"National Highway, Purok 4, Barangay New Cabalan, Olongapo City, Zambales","Purok 4, Barangay New Cabalan",Olongapo City,Zambales,14.8503469695822,120.328569370285,"Police EOD personnel of Olongapo CECU, RECU 3 rendered safe 79 corroded 76mm high-explosive munitions discovered at a construction site along the National Highway, Purok 4, Barangay New Cabalan, Olongapo City on 7 June 2026. The ordnance was uncovered by a construction worker during excavation. The team applied render-safe procedures before transporting the rounds to the Olongapo CECU temporary storage facility. No casualties were reported.","- 79 76mm high-explosive cartridges (UXO, corroded)","Police (PNP-EOD/K9, RECU 3, Olongapo CECU)",Police,,,,,,,,,,,,,,,,,,,79,,,,,,,,,790,https://www.facebook.com/PNPEODK9Group/posts/pfbid0dxhhCa24J5qVygWAJXrr6d5koVkJ7ebUzwnikhqyGd5HXvSUzpCM46iWE1fgCQbCl
